Filtered file using ActigraphAuswertung V3.0
Date;Time;Activity
9/14/2009 12:00:00 AM;12:09:00;244
9/14/2009 12:00:00 AM;12:10:00;98
9/14/2009 12:00:00 AM;12:11:00;693
9/14/2009 12:00:00 AM;12:12:00;1538
9/14/2009 12:00:00 AM;12:13:00;2134
9/14/2009 12:00:00 AM;12:14:00;2903
9/14/2009 12:00:00 AM;12:15:00;2517
9/14/2009 12:00:00 AM;12:16:00;1381
9/14/2009 12:00:00 AM;12:17:00;860
9/14/2009 12:00:00 AM;12:18:00;217
9/14/2009 12:00:00 AM;12:19:00;296
9/14/2009 12:00:00 AM;12:20:00;0
9/14/2009 12:00:00 AM;12:21:00;0
9/14/2009 12:00:00 AM;12:22:00;0
9/14/2009 12:00:00 AM;12:23:00;0
9/14/2009 12:00:00 AM;12:24:00;383
9/14/2009 12:00:00 AM;12:25:00;558
9/14/2009 12:00:00 AM;12:26:00;590
9/14/2009 12:00:00 AM;12:27:00;29
9/14/2009 12:00:00 AM;12:28:00;303
9/14/2009 12:00:00 AM;12:29:00;631
9/14/2009 12:00:00 AM;12:30:00;465
9/14/2009 12:00:00 AM;12:31:00;671
9/14/2009 12:00:00 AM;12:32:00;34
9/14/2009 12:00:00 AM;12:33:00;320
9/14/2009 12:00:00 AM;12:34:00;698
9/14/2009 12:00:00 AM;12:35:00;412
9/14/2009 12:00:00 AM;12:36:00;1544
9/14/2009 12:00:00 AM;12:37:00;2566
9/14/2009 12:00:00 AM;12:38:00;3319
9/14/2009 12:00:00 AM;12:39:00;1663
9/14/2009 12:00:00 AM;12:40:00;2800
9/14/2009 12:00:00 AM;12:41:00;4486
9/14/2009 12:00:00 AM;12:42:00;1713
9/14/2009 12:00:00 AM;12:43:00;1085
9/14/2009 12:00:00 AM;12:44:00;808
9/14/2009 12:00:00 AM;12:45:00;322
9/14/2009 12:00:00 AM;12:46:00;960
9/14/2009 12:00:00 AM;12:47:00;1219
9/14/2009 12:00:00 AM;12:48:00;625
9/14/2009 12:00:00 AM;12:49:00;1547
9/14/2009 12:00:00 AM;12:50:00;824
9/14/2009 12:00:00 AM;12:51:00;639
9/14/2009 12:00:00 AM;12:52:00;1696
9/14/2009 12:00:00 AM;12:53:00;5
9/14/2009 12:00:00 AM;12:54:00;349
9/14/2009 12:00:00 AM;12:55:00;223
9/14/2009 12:00:00 AM;12:56:00;1498
9/14/2009 12:00:00 AM;12:57:00;538
9/14/2009 12:00:00 AM;12:58:00;681
9/14/2009 12:00:00 AM;12:59:00;801
9/14/2009 12:00:00 AM;13:00:00;72
9/14/2009 12:00:00 AM;13:01:00;1924
9/14/2009 12:00:00 AM;13:02:00;1179
9/14/2009 12:00:00 AM;13:03:00;612
9/14/2009 12:00:00 AM;13:04:00;373
9/14/2009 12:00:00 AM;13:05:00;792
9/14/2009 12:00:00 AM;13:06:00;2481
9/14/2009 12:00:00 AM;13:07:00;3421
9/14/2009 12:00:00 AM;13:08:00;1052
9/14/2009 12:00:00 AM;13:09:00;267
9/14/2009 12:00:00 AM;13:10:00;229
9/14/2009 12:00:00 AM;13:11:00;132
9/14/2009 12:00:00 AM;13:12:00;90
9/14/2009 12:00:00 AM;13:13:00;173
9/14/2009 12:00:00 AM;13:14:00;154
9/14/2009 12:00:00 AM;13:15:00;64
9/14/2009 12:00:00 AM;13:16:00;4
9/14/2009 12:00:00 AM;13:17:00;2900
9/14/2009 12:00:00 AM;13:18:00;1445
9/14/2009 12:00:00 AM;13:19:00;12
9/14/2009 12:00:00 AM;13:20:00;78
9/14/2009 12:00:00 AM;13:21:00;755
9/14/2009 12:00:00 AM;13:22:00;1034
9/14/2009 12:00:00 AM;13:23:00;0
9/14/2009 12:00:00 AM;13:24:00;0
9/14/2009 12:00:00 AM;13:25:00;0
9/14/2009 12:00:00 AM;13:26:00;0
9/14/2009 12:00:00 AM;13:27:00;0
9/14/2009 12:00:00 AM;13:28:00;0
9/14/2009 12:00:00 AM;13:29:00;0
9/14/2009 12:00:00 AM;13:30:00;0
9/14/2009 12:00:00 AM;13:31:00;0
9/14/2009 12:00:00 AM;13:32:00;180
9/14/2009 12:00:00 AM;13:33:00;0
9/14/2009 12:00:00 AM;13:34:00;0
9/14/2009 12:00:00 AM;13:35:00;0
9/14/2009 12:00:00 AM;13:36:00;0
9/14/2009 12:00:00 AM;13:37:00;0
9/14/2009 12:00:00 AM;13:38:00;0
9/14/2009 12:00:00 AM;13:39:00;0
9/14/2009 12:00:00 AM;13:40:00;0
9/14/2009 12:00:00 AM;13:41:00;0
9/14/2009 12:00:00 AM;13:42:00;0
9/14/2009 12:00:00 AM;13:43:00;0
9/14/2009 12:00:00 AM;13:44:00;0
9/14/2009 12:00:00 AM;13:45:00;0
9/14/2009 12:00:00 AM;13:46:00;0
9/14/2009 12:00:00 AM;13:47:00;0
9/14/2009 12:00:00 AM;13:48:00;0
9/14/2009 12:00:00 AM;13:49:00;0
9/14/2009 12:00:00 AM;13:50:00;0
9/14/2009 12:00:00 AM;13:51:00;0
9/14/2009 12:00:00 AM;13:52:00;0
9/14/2009 12:00:00 AM;13:53:00;0
9/14/2009 12:00:00 AM;13:54:00;0
9/14/2009 12:00:00 AM;13:55:00;0
9/14/2009 12:00:00 AM;13:56:00;0
9/14/2009 12:00:00 AM;13:57:00;0
9/14/2009 12:00:00 AM;13:58:00;0
9/14/2009 12:00:00 AM;13:59:00;0
9/14/2009 12:00:00 AM;14:00:00;0
9/14/2009 12:00:00 AM;14:01:00;0
9/14/2009 12:00:00 AM;14:02:00;0
9/14/2009 12:00:00 AM;14:03:00;0
9/14/2009 12:00:00 AM;14:04:00;0
9/14/2009 12:00:00 AM;14:05:00;0
9/14/2009 12:00:00 AM;14:06:00;0
9/14/2009 12:00:00 AM;14:07:00;0
9/14/2009 12:00:00 AM;14:08:00;0
9/14/2009 12:00:00 AM;14:09:00;0
9/14/2009 12:00:00 AM;14:10:00;177
9/14/2009 12:00:00 AM;14:11:00;21
9/14/2009 12:00:00 AM;14:12:00;0
9/14/2009 12:00:00 AM;14:13:00;0
9/14/2009 12:00:00 AM;14:14:00;0
9/14/2009 12:00:00 AM;14:15:00;0
9/14/2009 12:00:00 AM;14:16:00;0
9/14/2009 12:00:00 AM;14:17:00;0
9/14/2009 12:00:00 AM;14:18:00;0
9/14/2009 12:00:00 AM;14:19:00;0
9/14/2009 12:00:00 AM;14:20:00;285
9/14/2009 12:00:00 AM;14:21:00;0
9/14/2009 12:00:00 AM;14:22:00;0
9/14/2009 12:00:00 AM;14:23:00;0
9/14/2009 12:00:00 AM;14:24:00;0
9/14/2009 12:00:00 AM;14:25:00;0
9/14/2009 12:00:00 AM;14:26:00;0
9/14/2009 12:00:00 AM;14:27:00;290
9/14/2009 12:00:00 AM;14:28:00;0
9/14/2009 12:00:00 AM;14:29:00;0
9/14/2009 12:00:00 AM;14:30:00;0
9/14/2009 12:00:00 AM;14:31:00;0
9/14/2009 12:00:00 AM;14:32:00;115
9/14/2009 12:00:00 AM;14:33:00;64
9/14/2009 12:00:00 AM;14:34:00;712
9/14/2009 12:00:00 AM;14:35:00;2657
9/14/2009 12:00:00 AM;14:36:00;0
9/14/2009 12:00:00 AM;14:37:00;393
9/14/2009 12:00:00 AM;14:38:00;2772
9/14/2009 12:00:00 AM;14:39:00;64
9/14/2009 12:00:00 AM;14:40:00;0
9/14/2009 12:00:00 AM;14:41:00;0
9/14/2009 12:00:00 AM;14:42:00;0
9/14/2009 12:00:00 AM;14:43:00;0
9/14/2009 12:00:00 AM;14:44:00;0
9/14/2009 12:00:00 AM;14:45:00;0
9/14/2009 12:00:00 AM;14:46:00;0
9/14/2009 12:00:00 AM;14:47:00;8
9/14/2009 12:00:00 AM;14:48:00;0
9/14/2009 12:00:00 AM;14:49:00;0
9/14/2009 12:00:00 AM;14:50:00;0
9/14/2009 12:00:00 AM;14:51:00;0
9/14/2009 12:00:00 AM;14:52:00;0
9/14/2009 12:00:00 AM;14:53:00;0
9/14/2009 12:00:00 AM;14:54:00;0
9/14/2009 12:00:00 AM;14:55:00;0
9/14/2009 12:00:00 AM;14:56:00;184
9/14/2009 12:00:00 AM;14:57:00;0
9/14/2009 12:00:00 AM;14:58:00;0
9/14/2009 12:00:00 AM;14:59:00;0
9/14/2009 12:00:00 AM;15:00:00;0
9/14/2009 12:00:00 AM;15:01:00;398
9/14/2009 12:00:00 AM;15:02:00;0
9/14/2009 12:00:00 AM;15:03:00;0
9/14/2009 12:00:00 AM;15:04:00;0
9/14/2009 12:00:00 AM;15:05:00;238
9/14/2009 12:00:00 AM;15:06:00;67
9/14/2009 12:00:00 AM;15:07:00;3347
9/14/2009 12:00:00 AM;15:08:00;3649
9/14/2009 12:00:00 AM;15:09:00;2882
9/14/2009 12:00:00 AM;15:10:00;1042
9/14/2009 12:00:00 AM;15:11:00;2066
9/14/2009 12:00:00 AM;15:12:00;4553
9/14/2009 12:00:00 AM;15:13:00;3029
9/14/2009 12:00:00 AM;15:14:00;1719
9/14/2009 12:00:00 AM;15:15:00;1929
9/14/2009 12:00:00 AM;15:16:00;1413
9/14/2009 12:00:00 AM;15:17:00;378
9/14/2009 12:00:00 AM;15:18:00;887
9/14/2009 12:00:00 AM;15:19:00;1388
9/14/2009 12:00:00 AM;15:20:00;2268
9/14/2009 12:00:00 AM;15:21:00;1697
9/14/2009 12:00:00 AM;15:22:00;313
9/14/2009 12:00:00 AM;15:23:00;2
9/14/2009 12:00:00 AM;15:24:00;0
9/14/2009 12:00:00 AM;15:25:00;721
9/14/2009 12:00:00 AM;15:26:00;565
9/14/2009 12:00:00 AM;15:27:00;2661
9/14/2009 12:00:00 AM;15:28:00;2741
9/14/2009 12:00:00 AM;15:29:00;1206
9/14/2009 12:00:00 AM;15:30:00;0
9/14/2009 12:00:00 AM;15:31:00;0
9/14/2009 12:00:00 AM;15:32:00;0
9/14/2009 12:00:00 AM;15:33:00;0
9/14/2009 12:00:00 AM;15:34:00;0
9/14/2009 12:00:00 AM;15:35:00;0
9/14/2009 12:00:00 AM;15:36:00;0
9/14/2009 12:00:00 AM;15:37:00;0
9/14/2009 12:00:00 AM;15:38:00;0
9/14/2009 12:00:00 AM;15:39:00;0
9/14/2009 12:00:00 AM;15:40:00;0
9/14/2009 12:00:00 AM;15:41:00;0
9/14/2009 12:00:00 AM;15:42:00;0
9/14/2009 12:00:00 AM;15:43:00;0
9/14/2009 12:00:00 AM;15:44:00;0
9/14/2009 12:00:00 AM;15:45:00;0
9/14/2009 12:00:00 AM;15:46:00;0
9/14/2009 12:00:00 AM;15:47:00;0
9/14/2009 12:00:00 AM;15:48:00;0
9/14/2009 12:00:00 AM;15:49:00;0
9/14/2009 12:00:00 AM;15:50:00;0
9/14/2009 12:00:00 AM;15:51:00;0
9/14/2009 12:00:00 AM;15:52:00;0
9/14/2009 12:00:00 AM;15:53:00;1391
9/14/2009 12:00:00 AM;15:54:00;1960
9/14/2009 12:00:00 AM;15:55:00;4963
9/14/2009 12:00:00 AM;15:56:00;1586
9/14/2009 12:00:00 AM;15:57:00;526
9/14/2009 12:00:00 AM;15:58:00;2975
9/14/2009 12:00:00 AM;15:59:00;1059
9/14/2009 12:00:00 AM;16:00:00;741
9/14/2009 12:00:00 AM;16:01:00;191
9/14/2009 12:00:00 AM;16:02:00;304
9/14/2009 12:00:00 AM;16:03:00;93
9/14/2009 12:00:00 AM;16:04:00;0
9/14/2009 12:00:00 AM;16:05:00;27
9/14/2009 12:00:00 AM;16:06:00;384
9/14/2009 12:00:00 AM;16:07:00;159
9/14/2009 12:00:00 AM;16:08:00;377
9/14/2009 12:00:00 AM;16:09:00;2825
9/14/2009 12:00:00 AM;16:10:00;107
9/14/2009 12:00:00 AM;16:11:00;633
9/14/2009 12:00:00 AM;16:12:00;3483
9/14/2009 12:00:00 AM;16:13:00;5478
9/14/2009 12:00:00 AM;16:14:00;4766
9/14/2009 12:00:00 AM;16:15:00;3722
9/14/2009 12:00:00 AM;16:16:00;3380
9/14/2009 12:00:00 AM;16:17:00;4013
9/14/2009 12:00:00 AM;16:18:00;1836
9/14/2009 12:00:00 AM;16:19:00;1051
9/14/2009 12:00:00 AM;16:20:00;2146
9/14/2009 12:00:00 AM;16:21:00;2655
9/14/2009 12:00:00 AM;16:22:00;1582
9/14/2009 12:00:00 AM;16:23:00;1269
9/14/2009 12:00:00 AM;16:24:00;2408
9/14/2009 12:00:00 AM;16:25:00;3666
9/14/2009 12:00:00 AM;16:26:00;3082
9/14/2009 12:00:00 AM;16:27:00;1950
9/14/2009 12:00:00 AM;16:28:00;2422
9/14/2009 12:00:00 AM;16:29:00;674
9/14/2009 12:00:00 AM;16:30:00;2021
9/14/2009 12:00:00 AM;16:31:00;1275
9/14/2009 12:00:00 AM;16:32:00;1315
9/14/2009 12:00:00 AM;16:33:00;1821
9/14/2009 12:00:00 AM;16:34:00;1802
9/14/2009 12:00:00 AM;16:35:00;630
9/14/2009 12:00:00 AM;16:36:00;1036
9/14/2009 12:00:00 AM;16:37:00;877
9/14/2009 12:00:00 AM;16:38:00;573
9/14/2009 12:00:00 AM;16:39:00;2652
9/14/2009 12:00:00 AM;16:40:00;2236
9/14/2009 12:00:00 AM;16:41:00;2412
9/14/2009 12:00:00 AM;16:42:00;3127
9/14/2009 12:00:00 AM;16:43:00;3115
9/14/2009 12:00:00 AM;16:44:00;2205
9/14/2009 12:00:00 AM;16:45:00;1236
9/14/2009 12:00:00 AM;16:46:00;1454
9/14/2009 12:00:00 AM;16:47:00;2308
9/14/2009 12:00:00 AM;16:48:00;3070
9/14/2009 12:00:00 AM;16:49:00;2702
9/14/2009 12:00:00 AM;16:50:00;2247
9/14/2009 12:00:00 AM;16:51:00;596
9/14/2009 12:00:00 AM;16:52:00;1083
9/14/2009 12:00:00 AM;16:53:00;1169
9/14/2009 12:00:00 AM;16:54:00;1001
9/14/2009 12:00:00 AM;16:55:00;1415
9/14/2009 12:00:00 AM;16:56:00;1566
9/14/2009 12:00:00 AM;16:57:00;16
9/14/2009 12:00:00 AM;16:58:00;0
9/14/2009 12:00:00 AM;16:59:00;1680
9/14/2009 12:00:00 AM;17:00:00;560
9/14/2009 12:00:00 AM;17:01:00;321
9/14/2009 12:00:00 AM;17:02:00;1211
9/14/2009 12:00:00 AM;17:03:00;1733
9/14/2009 12:00:00 AM;17:04:00;1498
9/14/2009 12:00:00 AM;17:05:00;2318
9/14/2009 12:00:00 AM;17:06:00;2012
9/14/2009 12:00:00 AM;17:07:00;921
9/14/2009 12:00:00 AM;17:08:00;1164
9/14/2009 12:00:00 AM;17:09:00;1567
9/14/2009 12:00:00 AM;17:10:00;1385
9/14/2009 12:00:00 AM;17:11:00;4380
9/14/2009 12:00:00 AM;17:12:00;2973
9/14/2009 12:00:00 AM;17:13:00;2024
9/14/2009 12:00:00 AM;17:14:00;3762
9/14/2009 12:00:00 AM;17:15:00;1587
9/14/2009 12:00:00 AM;17:16:00;559
9/14/2009 12:00:00 AM;17:17:00;436
9/14/2009 12:00:00 AM;17:18:00;1411
9/14/2009 12:00:00 AM;17:19:00;1947
9/14/2009 12:00:00 AM;17:20:00;1356
9/14/2009 12:00:00 AM;17:21:00;825
9/14/2009 12:00:00 AM;17:22:00;857
9/14/2009 12:00:00 AM;17:23:00;2092
9/14/2009 12:00:00 AM;17:24:00;1469
9/14/2009 12:00:00 AM;17:25:00;266
9/14/2009 12:00:00 AM;17:26:00;853
9/14/2009 12:00:00 AM;17:27:00;1446
9/14/2009 12:00:00 AM;17:28:00;217
9/14/2009 12:00:00 AM;17:29:00;292
9/14/2009 12:00:00 AM;17:30:00;218
9/14/2009 12:00:00 AM;17:31:00;213
9/14/2009 12:00:00 AM;17:32:00;197
9/14/2009 12:00:00 AM;17:33:00;629
9/14/2009 12:00:00 AM;17:34:00;872
9/14/2009 12:00:00 AM;17:35:00;1434
9/14/2009 12:00:00 AM;17:36:00;2316
9/14/2009 12:00:00 AM;17:37:00;969
9/14/2009 12:00:00 AM;17:38:00;317
9/14/2009 12:00:00 AM;17:39:00;405
9/14/2009 12:00:00 AM;17:40:00;819
9/14/2009 12:00:00 AM;17:41:00;1370
9/14/2009 12:00:00 AM;17:42:00;560
9/14/2009 12:00:00 AM;17:43:00;953
9/14/2009 12:00:00 AM;17:44:00;1512
9/14/2009 12:00:00 AM;17:45:00;1408
9/14/2009 12:00:00 AM;17:46:00;0
9/14/2009 12:00:00 AM;17:47:00;1315
9/14/2009 12:00:00 AM;17:48:00;1679
9/14/2009 12:00:00 AM;17:49:00;1731
9/14/2009 12:00:00 AM;17:50:00;3203
9/14/2009 12:00:00 AM;17:51:00;744
9/14/2009 12:00:00 AM;17:52:00;3416
9/14/2009 12:00:00 AM;17:53:00;2963
9/14/2009 12:00:00 AM;17:54:00;1540
9/14/2009 12:00:00 AM;17:55:00;2744
9/14/2009 12:00:00 AM;17:56:00;1015
9/14/2009 12:00:00 AM;17:57:00;1102
9/14/2009 12:00:00 AM;17:58:00;204
9/14/2009 12:00:00 AM;17:59:00;375
9/14/2009 12:00:00 AM;18:00:00;114
9/14/2009 12:00:00 AM;18:01:00;230
9/14/2009 12:00:00 AM;18:02:00;286
9/14/2009 12:00:00 AM;18:03:00;469
9/14/2009 12:00:00 AM;18:04:00;675
9/14/2009 12:00:00 AM;18:05:00;2068
9/14/2009 12:00:00 AM;18:06:00;1546
9/14/2009 12:00:00 AM;18:07:00;2865
9/14/2009 12:00:00 AM;18:08:00;3138
9/14/2009 12:00:00 AM;18:09:00;52
9/14/2009 12:00:00 AM;18:10:00;336
9/14/2009 12:00:00 AM;18:11:00;2813
9/14/2009 12:00:00 AM;18:12:00;2904
9/14/2009 12:00:00 AM;18:13:00;408
9/14/2009 12:00:00 AM;18:14:00;777
9/14/2009 12:00:00 AM;18:15:00;309
9/14/2009 12:00:00 AM;18:16:00;416
9/14/2009 12:00:00 AM;18:17:00;718
9/14/2009 12:00:00 AM;18:18:00;1500
9/14/2009 12:00:00 AM;18:19:00;33
9/14/2009 12:00:00 AM;18:20:00;301
9/14/2009 12:00:00 AM;18:21:00;419
9/14/2009 12:00:00 AM;18:22:00;319
9/14/2009 12:00:00 AM;18:23:00;977
9/14/2009 12:00:00 AM;18:24:00;398
9/14/2009 12:00:00 AM;18:25:00;348
9/14/2009 12:00:00 AM;18:26:00;510
9/14/2009 12:00:00 AM;18:27:00;980
9/14/2009 12:00:00 AM;18:28:00;13
9/14/2009 12:00:00 AM;18:29:00;183
9/14/2009 12:00:00 AM;18:30:00;392
9/14/2009 12:00:00 AM;18:31:00;62
9/14/2009 12:00:00 AM;18:32:00;326
9/14/2009 12:00:00 AM;18:33:00;647
9/14/2009 12:00:00 AM;18:34:00;225
9/14/2009 12:00:00 AM;18:35:00;91
9/14/2009 12:00:00 AM;18:36:00;301
9/14/2009 12:00:00 AM;18:37:00;0
9/14/2009 12:00:00 AM;18:38:00;358
9/14/2009 12:00:00 AM;18:39:00;147
9/14/2009 12:00:00 AM;18:40:00;263
9/14/2009 12:00:00 AM;18:41:00;276
9/14/2009 12:00:00 AM;18:42:00;1062
9/14/2009 12:00:00 AM;18:43:00;3744
9/14/2009 12:00:00 AM;18:44:00;2194
9/14/2009 12:00:00 AM;18:45:00;1435
9/14/2009 12:00:00 AM;18:46:00;726
9/14/2009 12:00:00 AM;18:47:00;570
9/14/2009 12:00:00 AM;18:48:00;414
9/14/2009 12:00:00 AM;18:49:00;244
9/14/2009 12:00:00 AM;18:50:00;569
9/14/2009 12:00:00 AM;18:51:00;9
9/14/2009 12:00:00 AM;18:52:00;1376
9/14/2009 12:00:00 AM;18:53:00;2508
9/14/2009 12:00:00 AM;18:54:00;1070
9/14/2009 12:00:00 AM;18:55:00;691
9/14/2009 12:00:00 AM;18:56:00;791
9/14/2009 12:00:00 AM;18:57:00;1018
9/14/2009 12:00:00 AM;18:58:00;1072
9/14/2009 12:00:00 AM;18:59:00;97
9/14/2009 12:00:00 AM;19:00:00;57
9/14/2009 12:00:00 AM;19:01:00;260
9/14/2009 12:00:00 AM;19:02:00;279
9/14/2009 12:00:00 AM;19:03:00;0
9/14/2009 12:00:00 AM;19:04:00;50
9/14/2009 12:00:00 AM;19:05:00;218
9/14/2009 12:00:00 AM;19:06:00;48
9/14/2009 12:00:00 AM;19:07:00;21
9/14/2009 12:00:00 AM;19:08:00;57
9/14/2009 12:00:00 AM;19:09:00;3162
9/14/2009 12:00:00 AM;19:10:00;874
9/14/2009 12:00:00 AM;19:11:00;620
9/14/2009 12:00:00 AM;19:12:00;567
9/14/2009 12:00:00 AM;19:13:00;420
9/14/2009 12:00:00 AM;19:14:00;301
9/14/2009 12:00:00 AM;19:15:00;344
9/14/2009 12:00:00 AM;19:16:00;874
9/14/2009 12:00:00 AM;19:17:00;35
9/14/2009 12:00:00 AM;19:18:00;3
9/14/2009 12:00:00 AM;19:19:00;331
9/14/2009 12:00:00 AM;19:20:00;2073
9/14/2009 12:00:00 AM;19:21:00;2380
9/14/2009 12:00:00 AM;19:22:00;2607
9/14/2009 12:00:00 AM;19:23:00;3140
9/14/2009 12:00:00 AM;19:24:00;2779
9/14/2009 12:00:00 AM;19:25:00;1725
9/14/2009 12:00:00 AM;19:26:00;2798
9/14/2009 12:00:00 AM;19:27:00;1657
9/14/2009 12:00:00 AM;19:28:00;2302
9/14/2009 12:00:00 AM;19:29:00;553
9/14/2009 12:00:00 AM;19:30:00;335
9/14/2009 12:00:00 AM;19:31:00;159
9/14/2009 12:00:00 AM;19:32:00;554
9/14/2009 12:00:00 AM;19:33:00;0
9/14/2009 12:00:00 AM;19:34:00;424
9/14/2009 12:00:00 AM;19:35:00;1000
9/14/2009 12:00:00 AM;19:36:00;482
9/14/2009 12:00:00 AM;19:37:00;748
9/14/2009 12:00:00 AM;19:38:00;0
9/14/2009 12:00:00 AM;19:39:00;0
9/14/2009 12:00:00 AM;19:40:00;816
9/14/2009 12:00:00 AM;19:41:00;3183
9/14/2009 12:00:00 AM;19:42:00;2207
9/14/2009 12:00:00 AM;19:43:00;3364
9/14/2009 12:00:00 AM;19:44:00;1829
9/14/2009 12:00:00 AM;19:45:00;950
9/14/2009 12:00:00 AM;19:46:00;789
9/14/2009 12:00:00 AM;19:47:00;65
9/14/2009 12:00:00 AM;19:48:00;1226
9/14/2009 12:00:00 AM;19:49:00;2469
9/14/2009 12:00:00 AM;19:50:00;2290
9/14/2009 12:00:00 AM;19:51:00;601
9/14/2009 12:00:00 AM;19:52:00;344
9/14/2009 12:00:00 AM;19:53:00;136
9/14/2009 12:00:00 AM;19:54:00;36
9/14/2009 12:00:00 AM;19:55:00;1000
9/14/2009 12:00:00 AM;19:56:00;247
9/14/2009 12:00:00 AM;19:57:00;0
9/14/2009 12:00:00 AM;19:58:00;0
9/14/2009 12:00:00 AM;19:59:00;0
9/14/2009 12:00:00 AM;20:00:00;0
9/14/2009 12:00:00 AM;20:01:00;0
9/14/2009 12:00:00 AM;20:02:00;0
9/14/2009 12:00:00 AM;20:03:00;0
9/14/2009 12:00:00 AM;20:04:00;0
9/14/2009 12:00:00 AM;20:05:00;0
9/14/2009 12:00:00 AM;20:06:00;0
9/14/2009 12:00:00 AM;20:07:00;0
9/14/2009 12:00:00 AM;20:08:00;0
9/14/2009 12:00:00 AM;20:09:00;0
9/14/2009 12:00:00 AM;20:10:00;0
9/14/2009 12:00:00 AM;20:11:00;0
9/14/2009 12:00:00 AM;20:12:00;0
9/14/2009 12:00:00 AM;20:13:00;0
9/14/2009 12:00:00 AM;20:14:00;0
9/14/2009 12:00:00 AM;20:15:00;0
9/14/2009 12:00:00 AM;20:16:00;0
9/14/2009 12:00:00 AM;20:17:00;0
9/14/2009 12:00:00 AM;20:18:00;0
9/14/2009 12:00:00 AM;20:19:00;0
9/14/2009 12:00:00 AM;20:20:00;0
9/14/2009 12:00:00 AM;20:21:00;0
9/14/2009 12:00:00 AM;20:22:00;0
9/14/2009 12:00:00 AM;20:23:00;0
9/14/2009 12:00:00 AM;20:24:00;0
9/14/2009 12:00:00 AM;20:25:00;0
9/14/2009 12:00:00 AM;20:26:00;0
9/14/2009 12:00:00 AM;20:27:00;0
9/14/2009 12:00:00 AM;20:28:00;0
9/14/2009 12:00:00 AM;20:29:00;0
9/14/2009 12:00:00 AM;20:30:00;0
9/14/2009 12:00:00 AM;20:31:00;0
9/14/2009 12:00:00 AM;20:32:00;0
9/14/2009 12:00:00 AM;20:33:00;0
9/14/2009 12:00:00 AM;20:34:00;0
9/14/2009 12:00:00 AM;20:35:00;0
9/14/2009 12:00:00 AM;20:36:00;0
9/14/2009 12:00:00 AM;20:37:00;0
9/14/2009 12:00:00 AM;20:38:00;0
9/14/2009 12:00:00 AM;20:39:00;0
9/14/2009 12:00:00 AM;20:40:00;0
9/14/2009 12:00:00 AM;20:41:00;0
9/14/2009 12:00:00 AM;20:42:00;0
9/14/2009 12:00:00 AM;20:43:00;0
9/14/2009 12:00:00 AM;20:44:00;0
9/14/2009 12:00:00 AM;20:45:00;0
9/14/2009 12:00:00 AM;20:46:00;0
9/14/2009 12:00:00 AM;20:47:00;0
9/14/2009 12:00:00 AM;20:48:00;0
9/14/2009 12:00:00 AM;20:49:00;0
9/14/2009 12:00:00 AM;20:50:00;0
9/14/2009 12:00:00 AM;20:51:00;0
9/14/2009 12:00:00 AM;20:52:00;0
9/14/2009 12:00:00 AM;20:53:00;0
9/14/2009 12:00:00 AM;20:54:00;0
9/14/2009 12:00:00 AM;20:55:00;0
9/14/2009 12:00:00 AM;20:56:00;0
9/14/2009 12:00:00 AM;20:57:00;0
9/14/2009 12:00:00 AM;20:58:00;0
9/14/2009 12:00:00 AM;20:59:00;0
9/14/2009 12:00:00 AM;21:00:00;0
9/14/2009 12:00:00 AM;21:01:00;0
9/14/2009 12:00:00 AM;21:02:00;0
9/14/2009 12:00:00 AM;21:03:00;0
9/14/2009 12:00:00 AM;21:04:00;0
9/14/2009 12:00:00 AM;21:05:00;0
9/14/2009 12:00:00 AM;21:06:00;0
9/14/2009 12:00:00 AM;21:07:00;0
9/14/2009 12:00:00 AM;21:08:00;0
9/14/2009 12:00:00 AM;21:09:00;0
9/14/2009 12:00:00 AM;21:10:00;0
9/14/2009 12:00:00 AM;21:11:00;0
9/14/2009 12:00:00 AM;21:12:00;0
9/14/2009 12:00:00 AM;21:13:00;0
9/14/2009 12:00:00 AM;21:14:00;0
9/14/2009 12:00:00 AM;21:15:00;0
9/14/2009 12:00:00 AM;21:16:00;0
9/14/2009 12:00:00 AM;21:17:00;0
9/14/2009 12:00:00 AM;21:18:00;0
9/14/2009 12:00:00 AM;21:19:00;0
9/14/2009 12:00:00 AM;21:20:00;0
9/14/2009 12:00:00 AM;21:21:00;0
9/14/2009 12:00:00 AM;21:22:00;0
9/14/2009 12:00:00 AM;21:23:00;0
9/14/2009 12:00:00 AM;21:24:00;0
9/14/2009 12:00:00 AM;21:25:00;0
9/14/2009 12:00:00 AM;21:26:00;0
9/14/2009 12:00:00 AM;21:27:00;0
9/14/2009 12:00:00 AM;21:28:00;0
9/14/2009 12:00:00 AM;21:29:00;0
9/14/2009 12:00:00 AM;21:30:00;0
9/14/2009 12:00:00 AM;21:31:00;0
9/14/2009 12:00:00 AM;21:32:00;0
9/14/2009 12:00:00 AM;21:33:00;0
9/14/2009 12:00:00 AM;21:34:00;0
9/14/2009 12:00:00 AM;21:35:00;0
9/14/2009 12:00:00 AM;21:36:00;0
9/14/2009 12:00:00 AM;21:37:00;0
9/14/2009 12:00:00 AM;21:38:00;0
9/14/2009 12:00:00 AM;21:39:00;0
9/14/2009 12:00:00 AM;21:40:00;0
9/14/2009 12:00:00 AM;21:41:00;0
9/14/2009 12:00:00 AM;21:42:00;0
9/14/2009 12:00:00 AM;21:43:00;0
